"hgnc"	"model_organism"	"line"	"sex"	"change_percentage"	"p_value"	"sample"	"age_of_control_min"	"age_of_control_mean"	"age_of_control_max"	"age_of_experiment_min"	"age_of_experiment_mean"	"age_of_experiment_max"	"age_unit"	"change_type"	"control_cohort_size"	"experiment_cohort_size"	"statistical_method"	"expression_evaluation_by"	"measurement_method"	"comment"	"doi"	"pmid"
"HLA-G"	"human"	"n/a"	"all"	"1.07647%"	">0,01"	"posterior cingulate cortex"	"20"	"n/a"	"59"	"60"	"n/a"	"99"	"years"	"increased gene expression"	"20"	"16"	"linear regression"	"mRNA"	"microarray"	"n/a"	"10.1186/1742-2094-9-179"	"n/a"
"HLA-G"	"human"	"n/a"	"all"	"20.9686%"	">0,01"	"superior frontal gyrus"	"20"	"n/a"	"59"	"60"	"n/a"	"99"	"years"	"increased gene expression"	"20"	"16"	"linear regression"	"mRNA"	"microarray"	"n/a"	"10.1186/1742-2094-9-179"	"n/a"
"HLA-G"	"human"	"n/a"	"all"	"28.4223%"	"<0,01"	"superior frontal gyrus"	"20"	"n/a"	"59"	"60"	"n/a"	"99"	"years"	"increased gene expression"	"20"	"16"	"linear regression"	"mRNA"	"microarray"	"n/a"	"10.1186/1742-2094-9-179"	"n/a"
"HLA-G"	"human"	"n/a"	"all"	"21.2765%"	">0,01"	"superior frontal gyrus"	"20"	"n/a"	"59"	"60"	"n/a"	"99"	"years"	"increased gene expression"	"20"	"16"	"linear regression"	"mRNA"	"microarray"	"n/a"	"10.1186/1742-2094-9-179"	"n/a"
"HLA-G"	"human"	"n/a"	"all"	"2.92232%"	">0,01"	"superior frontal gyrus"	"20"	"n/a"	"59"	"60"	"n/a"	"99"	"years"	"increased gene expression"	"20"	"16"	"linear regression"	"mRNA"	"microarray"	"n/a"	"10.1186/1742-2094-9-179"	"n/a"
"KDM5B"	"human"	"n/a"	"all"	"-42.8571%"	"0,001337589203"	"CD8+ T cells"	"23"	"n/a"	"27"	"65"	"n/a"	"81"	"years"	"decreased gene expression"	"5"	"4"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1111/j.1474-9726.2009.00534.x"	"n/a"
"KRAS"	"human"	"n/a"	"male"	"29.7908%"	"0,0104"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"LSM2"	"human"	"n/a"	"all"	"-36.3057%"	"0,02854012448"	"CD8+ T cells"	"23"	"n/a"	"27"	"65"	"n/a"	"81"	"years"	"decreased gene expression"	"5"	"4"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1111/j.1474-9726.2009.00534.x"	"n/a"
"MORF4"	"human"	"n/a"	"all"	"-39.3939%"	"0,009327402279"	"CD8+ T cells"	"23"	"n/a"	"27"	"65"	"n/a"	"81"	"years"	"decreased gene expression"	"5"	"4"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1111/j.1474-9726.2009.00534.x"	"n/a"
"NABP2"	"human"	"n/a"	"all"	"40.0%"	"0,0022038"	"muscle"	"18"	"n/a"	"28"	"65"	"n/a"	"84"	"years"	"increased gene expression"	"26"	"25"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1371/journal.pone.0000465"	"n/a"
"NKX2-2"	"human"	"n/a"	"all"	"52.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"NKX2-2"	"human"	"n/a"	"all"	"77.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"NKX3-1"	"human"	"n/a"	"all"	"75.0%"	"0,002301436175"	"CD8+ T cells"	"23"	"n/a"	"27"	"65"	"n/a"	"81"	"years"	"increased gene expression"	"5"	"4"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1111/j.1474-9726.2009.00534.x"	"n/a"
"ORC5"	"human"	"n/a"	"all"	"-48.9796%"	"0,01040457546"	"CD8+ T cells"	"23"	"n/a"	"27"	"65"	"n/a"	"81"	"years"	"decreased gene expression"	"5"	"4"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1111/j.1474-9726.2009.00534.x"	"n/a"
"PDLIM5"	"human"	"n/a"	"all"	"74.0%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"increased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"PDLIM5"	"human"	"n/a"	"male"	"22.347%"	"0,0148"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"PDLIM5"	"human"	"n/a"	"all"	"50.0%"	"0,0000646"	"muscle"	"18"	"n/a"	"28"	"65"	"n/a"	"84"	"years"	"increased gene expression"	"26"	"25"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1371/journal.pone.0000465"	"n/a"
"PDSS1"	"human"	"n/a"	"all"	"-20.0%"	"0,0083445"	"muscle"	"18"	"n/a"	"28"	"65"	"n/a"	"84"	"years"	"decreased gene expression"	"26"	"25"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1371/journal.pone.0000465"	"n/a"
"PGM5"	"human"	"n/a"	"male"	"-14.9312%"	"0,00016"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"PKM"	"human"	"n/a"	"all"	"-30.0%"	"0,0143499"	"muscle"	"18"	"n/a"	"28"	"65"	"n/a"	"84"	"years"	"decreased gene expression"	"26"	"25"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1371/journal.pone.0000465"	"n/a"
"PTBP3"	"human"	"n/a"	"all"	"-52.1531%"	"0,008629043643"	"CD8+ T cells"	"23"	"n/a"	"27"	"65"	"n/a"	"81"	"years"	"decreased gene expression"	"5"	"4"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1111/j.1474-9726.2009.00534.x"	"n/a"
"RAD51B"	"human"	"n/a"	"all"	"40.0%"	"0,0002504"	"muscle"	"18"	"n/a"	"28"	"65"	"n/a"	"84"	"years"	"increased gene expression"	"26"	"25"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1371/journal.pone.0000465"	"n/a"
"RBM23"	"human"	"n/a"	"all"	"30.0%"	"0,0046671"	"muscle"	"18"	"n/a"	"28"	"65"	"n/a"	"84"	"years"	"increased gene expression"	"26"	"25"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1371/journal.pone.0000465"	"n/a"
"RBPJ"	"human"	"n/a"	"all"	"54.0%"	"0,01602420638"	"CD8+ T cells"	"23"	"n/a"	"27"	"65"	"n/a"	"81"	"years"	"increased gene expression"	"5"	"4"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1111/j.1474-9726.2009.00534.x"	"n/a"
"RBPJ"	"human"	"n/a"	"male"	"18.8906%"	"0,007"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"RBPJ"	"human"	"n/a"	"all"	"30.0%"	"0,0000307"	"muscle"	"18"	"n/a"	"28"	"65"	"n/a"	"84"	"years"	"increased gene expression"	"26"	"25"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1371/journal.pone.0000465"	"n/a"
"RBPJ"	"human"	"n/a"	"all"	"30.0%"	"0,0002991"	"muscle"	"18"	"n/a"	"28"	"65"	"n/a"	"84"	"years"	"increased gene expression"	"26"	"25"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1371/journal.pone.0000465"	"n/a"
"RIC8B"	"human"	"n/a"	"all"	"-20.0%"	"0,0261269"	"muscle"	"18"	"n/a"	"28"	"65"	"n/a"	"84"	"years"	"decreased gene expression"	"26"	"25"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1371/journal.pone.0000465"	"n/a"
"RIPOR2"	"human"	"n/a"	"all"	"-58.159%"	"0,002784194657"	"CD8+ T cells"	"23"	"n/a"	"27"	"65"	"n/a"	"81"	"years"	"decreased gene expression"	"5"	"4"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1111/j.1474-9726.2009.00534.x"	"n/a"
"RNF114"	"human"	"n/a"	"all"	"-39.3939%"	"0,0001730063423"	"CD8+ T cells"	"23"	"n/a"	"27"	"65"	"n/a"	"81"	"years"	"decreased gene expression"	"5"	"4"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1111/j.1474-9726.2009.00534.x"	"n/a"
"RNF144A"	"human"	"n/a"	"male"	"-25.6193%"	"0,0011"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"RNF144A"	"human"	"n/a"	"all"	"-20.0%"	"0,019609"	"muscle"	"18"	"n/a"	"28"	"65"	"n/a"	"84"	"years"	"decreased gene expression"	"26"	"25"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1371/journal.pone.0000465"	"n/a"
"SEPTIN2"	"human"	"n/a"	"male"	"33.8914%"	"0,0011"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"SETD9"	"human"	"n/a"	"all"	"97.0%"	"0,02300945816"	"CD8+ T cells"	"23"	"n/a"	"27"	"65"	"n/a"	"81"	"years"	"increased gene expression"	"5"	"4"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1111/j.1474-9726.2009.00534.x"	"n/a"
"SETD9"	"human"	"n/a"	"male"	"27.9956%"	"0,007"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"SNRNP27"	"human"	"n/a"	"all"	"-40.8284%"	"0,005767203258"	"CD8+ T cells"	"23"	"n/a"	"27"	"65"	"n/a"	"81"	"years"	"decreased gene expression"	"5"	"4"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1111/j.1474-9726.2009.00534.x"	"n/a"
"SRSF5"	"human"	"n/a"	"female"	"40.0%"	"0,0003"	"muscle"	"20"	"n/a"	"29"	"65"	"n/a"	"71"	"years"	"increased gene expression"	"7"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1016/j.exger.2003.11.011"	"n/a"
"SRSF5"	"human"	"n/a"	"all"	"-52.1531%"	"0,003982393123"	"CD8+ T cells"	"23"	"n/a"	"27"	"65"	"n/a"	"81"	"years"	"decreased gene expression"	"5"	"4"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1111/j.1474-9726.2009.00534.x"	"n/a"
"STX5"	"human"	"n/a"	"all"	"20.0%"	"0,0016796"	"muscle"	"18"	"n/a"	"28"	"65"	"n/a"	"84"	"years"	"increased gene expression"	"26"	"25"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1371/journal.pone.0000465"	"n/a"
"TMX1"	"human"	"n/a"	"all"	"-44.4444%"	"0,01568013128"	"CD8+ T cells"	"23"	"n/a"	"27"	"65"	"n/a"	"81"	"years"	"decreased gene expression"	"5"	"4"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1111/j.1474-9726.2009.00534.x"	"n/a"
"TMX1"	"human"	"n/a"	"male"	"15.7339%"	"0,0011"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"TOMM20"	"human"	"n/a"	"male"	"20.8619%"	"0,0011"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"TRAK2"	"human"	"n/a"	"all"	"-20.0%"	"0,0045653"	"muscle"	"18"	"n/a"	"28"	"65"	"n/a"	"84"	"years"	"decreased gene expression"	"26"	"25"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1371/journal.pone.0000465"	"n/a"
"TRAPPC10"	"human"	"n/a"	"all"	"57.0%"	"0,02611850952"	"CD8+ T cells"	"23"	"n/a"	"27"	"65"	"n/a"	"81"	"years"	"increased gene expression"	"5"	"4"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1111/j.1474-9726.2009.00534.x"	"n/a"
"TSC22D1"	"human"	"n/a"	"all"	"50.0%"	"0,00000449"	"muscle"	"18"	"n/a"	"28"	"65"	"n/a"	"84"	"years"	"increased gene expression"	"26"	"25"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1371/journal.pone.0000465"	"n/a"
"TSC22D1"	"human"	"n/a"	"all"	"50.0%"	"0,0000804"	"muscle"	"18"	"n/a"	"28"	"65"	"n/a"	"84"	"years"	"increased gene expression"	"26"	"25"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1371/journal.pone.0000465"	"n/a"
"TSPAN5"	"human"	"n/a"	"male"	"-30.3587%"	"0,00031"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"TUBA3C"	"human"	"n/a"	"all"	"-30.0%"	"0,0065687"	"muscle"	"18"	"n/a"	"28"	"65"	"n/a"	"84"	"years"	"decreased gene expression"	"26"	"25"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1371/journal.pone.0000465"	"n/a"
"TXNDC9"	"human"	"n/a"	"male"	"9.65456%"	"0,003"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"increased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"TXNDC9"	"human"	"n/a"	"all"	"-20.0%"	"0,0476283"	"muscle"	"18"	"n/a"	"28"	"65"	"n/a"	"84"	"years"	"decreased gene expression"	"26"	"25"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1371/journal.pone.0000465"	"n/a"
"VDAC1P1"	"human"	"n/a"	"all"	"-59.0164%"	"<0,01"	"frontal cortex"	"n/a"	"n/a"	"n/a"	"26"	"n/a"	"106"	"years"	"decreased gene expression"	"n/a"	"30"	"Spearman rank correlation"	"mRNA"	"microarray"	"n/a"	"10.1038/nature02661"	"n/a"
"WDR77"	"human"	"n/a"	"all"	"-20.0%"	"0,0125017"	"muscle"	"18"	"n/a"	"28"	"65"	"n/a"	"84"	"years"	"decreased gene expression"	"26"	"25"	"Student t-test"	"mRNA"	"microarray"	"n/a"	"10.1371/journal.pone.0000465"	"n/a"
"ZFTRAF1"	"human"	"n/a"	"male"	"-17.0%"	"0,0019"	"muscle"	"21"	"n/a"	"27"	"67"	"n/a"	"75"	"years"	"decreased gene expression"	"8"	"8"	"Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test"	"mRNA"	"microarray"	"n/a"	"10.1152/physiolgenomics.00049.2003"	"n/a"
"LMNA"	"fly Drosophila melanogaster"	"wild type"	"all"	"81.0%"	"n/a"	"brain"	"n/a"	"15"	"n/a"	"n/a"	"55"	"n/a"	"days"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"n/a"	"10.1016/j.ceb.2016.03.004"	"n/a"
"AKT2"	"fly Drosophila melanogaster"	"wild type"	"n/a"	"n/a"	"n/a"	"whole organism"	"n/a"	"1"	"n/a"	"n/a"	"21"	"n/a"	"days"	"increased level of activated protein"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"The amount of phosphorylated Akt was significantly increased in aged flies, the 21 days after eclosion (dae) flies, as compared to control flies, the 1‐dae flies, indicating that Akt activation may play a role in aging. The pAKT/AKT ratio is 215% higher in 21-day-old flies."	"10.1111/acel.12989"	"n/a"
"SIRT2"	"fish Nothobranchius furzeri"	"n/a"	"male"	"52.0%"	"n/a"	"muscle"	"n/a"	"5"	"n/a"	"n/a"	"11"	"n/a"	"weeks"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"n/a"	"10.1016/j.gep.2019.05.001"	"n/a"
"SIRT2"	"fish Nothobranchius furzeri"	"n/a"	"male"	"47.0%"	"n/a"	"muscle"	"n/a"	"5"	"n/a"	"n/a"	"13"	"n/a"	"weeks"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"n/a"	"10.1016/j.gep.2019.05.001"	"n/a"
"SIRT2"	"mouse"	"CBA/J"	"all"	"64.0%"	"n/a"	"acoustic nerve"	"n/a"	"2"	"n/a"	"n/a"	"22"	"n/a"	"months"	"increased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"n/a"	"10.3109/00016489.2015.1093172"	"n/a"
"SIRT2"	"mouse"	"n/a"	"all"	"42.0%"	"n/a"	"vestibular end organs"	"n/a"	"2"	"n/a"	"n/a"	"22"	"n/a"	"months"	"increased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"n/a"	"10.3109/00016489.2015.1093172"	"n/a"
"SIRT2"	"mouse"	"C57BL/6J"	"all"	"33.0%"	"n/a"	"aortic valves"	"n/a"	"3"	"n/a"	"n/a"	"20"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"n/a"	"10.1152/ajpheart.00735.2012"	"n/a"
"FOXO1"	"rat"	"F344/N"	"male"	"15.4%"	"n/a"	"skeletal muscles"	"n/a"	"3"	"n/a"	"n/a"	"6"	"n/a"	"months"	"increased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"The effect of age on the level of FOXO1 mRNA in the skeletal muscles of rats was investigated (n = 5 in each age group). The level of RNA expression was determined by Northern blot analysis."	"10.1002/jemt.10213"	"n/a"
"FOXO1"	"rat"	"F344/N"	"male"	"6.15%"	"n/a"	"skeletal muscles"	"n/a"	"3"	"n/a"	"n/a"	"12"	"n/a"	"months"	"increased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"The effect of age on the level of FOXO1 mRNA in the skeletal muscles of rats was investigated (n = 5 in each age group). The level of RNA expression was determined by Northern blot analysis."	"10.1002/jemt.10213"	"n/a"
"FOXO1"	"rat"	"F344/N"	"male"	"29.23%"	"n/a"	"skeletal muscles"	"n/a"	"3"	"n/a"	"n/a"	"26"	"n/a"	"months"	"increased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"The effect of age on the level of FOXO1 mRNA in the skeletal muscles of rats was investigated (n = 5 in each age group). The level of RNA expression was determined by Northern blot analysis."	"10.1002/jemt.10213"	"n/a"
"FOXO1"	"rat"	"F344"	"n/a"	"n/a"	"n/a"	"kidney"	"n/a"	"6"	"n/a"	"n/a"	"24"	"n/a"	"months"	"alteration of protein localization"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"In response to insulin or growth factors, for instance, FOXO proteins are phosphorylated by protein kinase B (PKB, also known as Akt), which results in the translocation of FOXO from the nucleus into the cytoplasm. Phosphorylation of FOXO1 was significantly increased in old rats. The FOXO1 level decreased in the nucleus by 80% and increased in the cytosol by 95% in old rats compared to young ones. The level of phosphorylated FOXO1 (Tre24) increased by 140%, the level of f-FOXO1 (Ser256) - by 120% in the cytosol in 24 months of rats. The level of f-FOXO1 (Tre24) increased by 106%, f-FOXO1 (Ser256) - by 244%."	"10.1007/s10522-007-9114-6"	"n/a"
"FOXO1"	"rat"	"F344"	"n/a"	"n/a"	"n/a"	"kidney"	"n/a"	"6"	"n/a"	"n/a"	"24"	"n/a"	"months"	"decreased protein activity"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"The EMSA method was used to compare nuclear FOXO binding activities in kidney nuclear protein from rats. FOXO activity was decreased with age. The caloric restriction protects from age-related FOXO binding activity decreasing."	"10.1007/s10522-007-9114-6"	"n/a"
"FOXO1"	"mouse"	"outbreed"	"male"	"34.98%"	"n/a"	"hippocampus"	"n/a"	"2"	"n/a"	"n/a"	"22"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"In the hippocampus from outbred male mice (n = 4 for each group)  the level of FOXO1 mRNA was investigated depending on age and melatonin.

Under natural conditions, the mRNA level decreased by 34.98%, and in the group receiving melatonin (for 6 months, 10 mg / kg body weight), on the contrary, an increase was noted - 3.9%."	"10.17179/excli2016-852"	"n/a"
"FOXO1"	"mouse"	"outbreed"	"male"	"42.5%"	"n/a"	"hippocampus"	"n/a"	"2"	"n/a"	"n/a"	"22"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"In the hippocampus from outbred male mice (n = 4 for each group), the expression of the FOXO1 protein was studied depending on age and melatonin.

Under natural conditions, the protein level decreased by 42.5%, and in the group receiving melatonin (for 6 months, 10 mg / kg body weight), the reduction effect is lower, only by 26.23%."	"10.17179/excli2016-852"	"n/a"
"CTNNB1"	"mouse"	"n/a"	"n/a"	"n/a"	"n/a"	"bone"	"n/a"	"4"	"n/a"	"n/a"	"20"	"n/a"	"months"	"increased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"An analysis of unfractured tibae from old and young mice indicated there to be slightly higher levels of β-catenin in old tibae than in young tibae."	"10.1038/ncomms8131"	"n/a"
"CTNNB1"	"rat"	"Sprague Dawley"	"n/a"	"n/a"	"n/a"	"mesenchymal stem cell"	"n/a"	"13"	"n/a"	"n/a"	"66"	"n/a"	"weeks"	"increased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"The immunofluorescence staining results show that the β-catenin expression is very weak in the young mesenchymal stem cells but clearly increased in old mesenchymal stem cells."	"10.1371/journal.pone.0021397"	"n/a"
"SIRT2"	"rat"	"Wistar"	"male"	"181.0%"	"n/a"	"colon"	"n/a"	"3"	"n/a"	"n/a"	"24"	"n/a"	"months"	"increased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"n/a"	"10.1007/s10522-014-9540-1"	"n/a"
"SIRT2"	"mouse"	"C57BL/6J"	"male"	"60.0%"	"n/a"	"heart"	"n/a"	"4"	"n/a"	"n/a"	"24"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"Sirt2 mRNA levels were not changed in aged cardiac hypertrophy. The decrease in SIRT2 protein level is at least in part mediated by c-Src activation during cardiac hypertrophy."	"10.1161/CIRCULATIONAHA.117.028728"	"n/a"
"SIRT3"	"human"	"n/a"	"all"	"48.0%"	"n/a"	"buccal epithelium"	"n/a"	"43.6"	"n/a"	"n/a"	"70.9"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"n/a"	"10.3390/ijms21218134"	"n/a"
"SIRT3"	"human"	"n/a"	"all"	"44.5%"	"n/a"	"buccal epithelium"	"n/a"	"43.6"	"n/a"	"n/a"	"89.9"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"n/a"	"10.3390/ijms21218134"	"n/a"
"SIRT6"	"human"	"n/a"	"all"	"50.5%"	"n/a"	"buccal epithelium"	"n/a"	"43.6"	"n/a"	"n/a"	"70.9"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"n/a"	"10.3390/ijms21218134"	"n/a"
"SIRT6"	"human"	"n/a"	"all"	"53.0%"	"n/a"	"buccal epithelium"	"n/a"	"43.6"	"n/a"	"n/a"	"89.9"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"n/a"	"10.3390/ijms21218134"	"n/a"
"SIRT3"	"human"	"n/a"	"all"	"28.6%"	"n/a"	"buccal epithelium"	"n/a"	"43.6"	"n/a"	"n/a"	"70.9"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"n/a"	"10.3390/ijms21218134"	"n/a"
"SIRT3"	"human"	"n/a"	"all"	"23.0%"	"n/a"	"buccal epithelium"	"n/a"	"43.6"	"n/a"	"n/a"	"89.9"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"n/a"	"10.3390/ijms21218134"	"n/a"
"SIRT6"	"human"	"n/a"	"all"	"28.6%"	"n/a"	"buccal epithelium"	"n/a"	"43.6"	"n/a"	"n/a"	"70.9"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"n/a"	"10.3390/ijms21218134"	"n/a"
"SIRT6"	"human"	"n/a"	"all"	"37.5%"	"n/a"	"buccal epithelium"	"n/a"	"43.6"	"n/a"	"n/a"	"89.9"	"n/a"	"years"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"protein"	"n/a"	"n/a"	"10.3390/ijms21218134"	"n/a"
"SIRT6"	"mouse"	"C57BL/6J"	"all"	"20.0%"	"n/a"	"aorta"	"n/a"	"3"	"n/a"	"n/a"	"20"	"n/a"	"months"	"increased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"n/a"	"10.1152/ajpheart.00735.2012"	"n/a"
"SIRT6"	"mouse"	"C57BL/6J"	"all"	"50.0%"	"n/a"	"aortic valves"	"n/a"	"3"	"n/a"	"n/a"	"20"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"n/a"	"10.1152/ajpheart.00735.2012"	"n/a"
"SIRT3"	"mouse"	"C57BL/6J"	"all"	"44.0%"	"n/a"	"aortic valves"	"n/a"	"3"	"n/a"	"n/a"	"20"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"n/a"	"10.1152/ajpheart.00735.2012"	"n/a"
"SIRT4"	"mouse"	"C57BL/6J"	"all"	"25.7%"	"n/a"	"aortic valves"	"n/a"	"3"	"n/a"	"n/a"	"20"	"n/a"	"months"	"decreased gene expression"	"n/a"	"n/a"	"n/a"	"mRNA"	"n/a"	"n/a"	"10.1152/ajpheart.00735.2012"	"n/a"
