"hgnc"	"comment"	"doi"	"pmid"	"intervention"	"model_organism"	"line"	"intervention_deteriorates"	"intervention_improves"	"intervention_result"	"process"	"age"	"genotype"	"sex"
"UCP2"	"Significantly shorter lives of Ucp2(-/-) mice is the result of an accelerated aging process throughout their entire lifespan. Thus, Ucp2(-/-) mice not only earlier gained sexual maturity, but also earlier progressed into an aging phenotype, reflected by a decrease in body weight, increased neutrophil numbers, and earlier emergence of spontaneous ulcerative dermatitis. Intriguingly, on the molecular level this acceleration in aging predominantly driven by increased levels of circulating IGF-1 in Ucp2(-/-) mice."	"10.1016/j.mito.2016.06.004"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"metabolism"	""	"n/a"	"metabolism"	"0 days"	"-/-"	"all"
"UCP2"	"Significantly shorter lives of Ucp2(-/-) mice is the result of an accelerated aging process throughout their entire lifespan. Thus, Ucp2(-/-) mice not only earlier gained sexual maturity, but also earlier progressed into an aging phenotype, reflected by a decrease in body weight, increased neutrophil numbers, and earlier emergence of spontaneous ulcerative dermatitis. Intriguingly, on the molecular level this acceleration in aging predominantly driven by increased levels of circulating IGF-1 in Ucp2(-/-) mice."	"10.1016/j.mito.2016.06.004"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"immune function"	""	"n/a"	"immune function"	"0 days"	"-/-"	"all"
"UCP2"	"Significantly shorter lives of Ucp2(-/-) mice is the result of an accelerated aging process throughout their entire lifespan. Thus, Ucp2(-/-) mice not only earlier gained sexual maturity, but also earlier progressed into an aging phenotype, reflected by a decrease in body weight, increased neutrophil numbers, and earlier emergence of spontaneous ulcerative dermatitis. Intriguingly, on the molecular level this acceleration in aging predominantly driven by increased levels of circulating IGF-1 in Ucp2(-/-) mice."	"10.1016/j.mito.2016.06.004"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"oxidation/antioxidant function"	""	"n/a"	"oxidation/antioxidant function"	"0 days"	"-/-"	"all"
"UCP2"	"Loss of Ucp2 reduced phagocytic capacity, whereas Ucp2 overexpression enhanced phagocytosis. Mutational and pharmacological studies indicated a direct role for Ucp2-mediated mitochondrial function in phagocytosis. Macrophages from Ucp2-deficient mice were impaired in phagocytosis in vitro, and Ucp2-deficient mice showed profound in vivo defects in clearing dying cells in the thymus and testes. "	"10.1038/nature10340"	"n/a"	"gene knockout"	"mouse"	"n/a"	"immune function"	""	"n/a"	"immune function"	"0 days"	"-/-"	"n/a"
"UCP2"	"Mice lacking UCP2 displayed significant endothelial dysfunction following the atherogenic diet. Compared with wild-type mice, Ucp2 -/- mice had decreased endothelial nitric oxide synthase, an increase in vascular cell adhesion molecule-1 expression, increased ROS production, and an impaired ability to increase total antioxidant capacity. These changes in Ucp2 -/- mice were associated with increased aortic macrophage infiltration and more numerous and larger atherosclerotic lesions. "	"10.1194/jlr.M800273-JLR200"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"cardiovascular system"	""	"n/a"	"cardiovascular system"	"0 days"	"-/-"	"all"
"UCP1"	"UCP1 is neither essential for body weight regulation nor for longevity under conditions of standard diet and normal housing temperature, but deficiency increases susceptibility to obesity with age in combination with high-fat diet."	"10.1111/j.1474-9726.2005.00157.x"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"lipid metabolism"	""	"n/a"	"lipid metabolism"	"0 days"	"-/-"	"all"
"UCP3"	" In vivo occlusion of the left coronary artery resulted in twofold larger infarcts in UCP3-/- mice compared with wild type mice. Moreover, the incidence of in vivo ischemia-reperfusion arrhythmias was higher in UCP3-/- mice. 

UCP3-/- hearts generated more reactive oxygen species (ROS) than WT hearts during ischemia-reperfusion.

Also the protective efficacy of  ischemic preconditioning was abolished in UCP3-/- mice. "	"10.1152/ajpheart.00592.2012"	"n/a"	"gene knockout"	"mouse"	"C57BL/6"	"cardiovascular system"	""	"n/a"	"cardiovascular system"	"0 days"	"n/a"	"male"
"UCP3"	"Production of  reactive oxygen species (ROS)  is increased in mitochondria lacking UCP3. "	"10.1074/jbc.M910179199"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 × CBA"	"oxidation/antioxidant function"	""	"n/a"	"oxidation/antioxidant function"	"0 days"	"-/-"	"n/a"
"RPTOR"	"It was shown that deletion of Raptor, which is an essential component of mTORC1, in insulin-expressing cells promotes hypoinsulinemia and glucose intolerance."	"10.1038/ncomms15755"	"n/a"	"tissue-specific gene knockout"	"mouse"	"C57BL/6J"	"glucose metabolism"	""	"n/a"	"glucose metabolism"	"n/a"	"n/+"	"male"
"AGER"	"2.5- (Young), 12- (Middle-age, MA) and 21-months (Old) old participated in the research. RAGE associates with age-dependent myocardial changes. Rage-/- mice showed higher fibrosis and a larger number of α-Smooth Muscle Actin (SMA)+ cells with age, along with increased expression of pro-fibrotic Transforming Growth Factor (TGF)-β1 pathway components."	"10.7150/ijbs.56379"	"n/a"	"gene knockout"	"mouse"	"C57BL/6N"	"cardiovascular system"	""	"n/a"	"cardiovascular system"	"0 days"	"-/-"	"female"
"SIRT3"	"At 3 and 6 months of age, there was no difference between the wild-type and SIRT3−/− samples but by 16 months of age, the mitochondria isolated from the hearts of the SIRT3−/− mice were significantly more prone to Ca2+-induced mitochondrial swelling. This sensitivity was completely rescued by the mPTP inhibitor cyclosporine A. There was a greater age-dependent increase in both the left ventricular thickness and the formation of cardiac fibrosis in hearts from SIRT3−/− mice compared to the wild-type controls between ages 3 to 13 months, demonstrating that SIRT3 delays age-related changes in the heart."	"10.18632/aging.100252"	"n/a"	"gene knockout"	"mouse"	"129/Sv"	"cardiovascular system"	""	"n/a"	"cardiovascular system"	"0 days"	"-/-"	"male"
"SIRT3"	"At 3 and 6 months of age, there was no difference between the wild-type and SIRT3−/− samples but by 16 months of age, the mitochondria isolated from the hearts of the SIRT3−/− mice were significantly more prone to Ca2+-induced mitochondrial swelling. This sensitivity was completely rescued by the mPTP inhibitor cyclosporine A. There was a greater age-dependent increase in both the left ventricular thickness and the formation of cardiac fibrosis in hearts from SIRT3−/− mice compared to the wild-type controls between ages 3 to 13 months, demonstrating that SIRT3 delays age-related changes in the heart."	"10.18632/aging.100252"	"n/a"	"gene knockout"	"mouse"	"129/Sv"	"mitochondrial function"	""	"n/a"	"mitochondrial function"	"0 days"	"-/-"	"male"
"SIRT3"	"Aged Sirt3−/− mice developed severe cardiac damage, characterized by hypertrophy and fibrosis. An increased heart to body weight ratio and the accumulation of collagen deposition in the interstitial space were observed in aged Sirt3−/− but not in WT mice. The absolute mass of cardiac mitochondria was significantly reduced in Sirt3−/− compared with WT mice. The ATP synthesis rate was also reduced in Sirt3−/− hearts compared with those of WT mice. Mitochondrial cristae architecture, although not completely disrupted, was predominantly abnormal in Sirt3−/− mice compared with the regular cristae distribution in WT mice."	"10.1089/ars.2018.7703"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129"	"liver"	""	"n/a"	"liver"	"0 days"	"-/-"	"male"
"SIRT3"	"Aged Sirt3−/− mice developed severe cardiac damage, characterized by hypertrophy and fibrosis. An increased heart to body weight ratio and the accumulation of collagen deposition in the interstitial space were observed in aged Sirt3−/− but not in WT mice. The absolute mass of cardiac mitochondria was significantly reduced in Sirt3−/− compared with WT mice. The ATP synthesis rate was also reduced in Sirt3−/− hearts compared with those of WT mice. Mitochondrial cristae architecture, although not completely disrupted, was predominantly abnormal in Sirt3−/− mice compared with the regular cristae distribution in WT mice."	"10.1089/ars.2018.7703"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129"	"renal function"	""	"n/a"	"renal function"	"0 days"	"-/-"	"male"
"SIRT3"	"Aged Sirt3−/− mice developed severe cardiac damage, characterized by hypertrophy and fibrosis. An increased heart to body weight ratio and the accumulation of collagen deposition in the interstitial space were observed in aged Sirt3−/− but not in WT mice. The absolute mass of cardiac mitochondria was significantly reduced in Sirt3−/− compared with WT mice. The ATP synthesis rate was also reduced in Sirt3−/− hearts compared with those of WT mice. Mitochondrial cristae architecture, although not completely disrupted, was predominantly abnormal in Sirt3−/− mice compared with the regular cristae distribution in WT mice."	"10.1089/ars.2018.7703"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129"	"intercellular matrix"	""	"n/a"	"intercellular matrix"	"0 days"	"-/-"	"male"
"SIRT3"	"Aged Sirt3−/− mice developed severe cardiac damage, characterized by hypertrophy and fibrosis. An increased heart to body weight ratio and the accumulation of collagen deposition in the interstitial space were observed in aged Sirt3−/− but not in WT mice. The absolute mass of cardiac mitochondria was significantly reduced in Sirt3−/− compared with WT mice. The ATP synthesis rate was also reduced in Sirt3−/− hearts compared with those of WT mice. Mitochondrial cristae architecture, although not completely disrupted, was predominantly abnormal in Sirt3−/− mice compared with the regular cristae distribution in WT mice."	"10.1089/ars.2018.7703"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129"	"cardiovascular system"	""	"n/a"	"cardiovascular system"	"0 days"	"-/-"	"male"
"SIRT3"	"Aged Sirt3−/− mice developed severe cardiac damage, characterized by hypertrophy and fibrosis. An increased heart to body weight ratio and the accumulation of collagen deposition in the interstitial space were observed in aged Sirt3−/− but not in WT mice. The absolute mass of cardiac mitochondria was significantly reduced in Sirt3−/− compared with WT mice. The ATP synthesis rate was also reduced in Sirt3−/− hearts compared with those of WT mice. Mitochondrial cristae architecture, although not completely disrupted, was predominantly abnormal in Sirt3−/− mice compared with the regular cristae distribution in WT mice."	"10.1089/ars.2018.7703"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129"	"mitochondrial function"	""	"n/a"	"mitochondrial function"	"0 days"	"-/-"	"male"
"SMOC2"	"Germline Smoc2 homozygous mutants mice are viable, but tooth number anomalies, reduced tooth size, altered enamel prism patterning, and spontaneous age-induced periodontal bone and root loss are observed in this mouse model. "	"10.1038/s41598-020-71749-6"	"n/a"	"gene knockout"	"mouse"	"C57BL/6"	"teeth"	""	"n/a"	"teeth"	"0 days"	"-/-"	"all"
"SIRT2"	"Sirt2 deficiency aggravates cardiac hypertrophy in aged mice."	"10.1161/CIRCULATIONAHA.117.028728"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"cardiovascular system"	""	"n/a"	"cardiovascular system"	"0 days"	"-/-"	"male"
"CTNNB1"	"Excessive Wnt/β-catenin signaling activation could induce mesenchymal stem cell  senescence."	"10.1371/journal.pone.0021397"	"n/a"	"treatment with a gene expression activator"	"rat"	"n/a"	"senescence"	""	"n/a"	"senescence"	"n/a"	"n/a"	"n/a"
"ERCC2"	"Male TTD (Trichothiodystrophy, mice with mutation in the Ercc2 DNA repair gene) mice were taken  to study the impact of DNA repair on bone metabolism with age. Analysis of bone parameters, measured by micro-computed tomography, displayed an earlier decrease in trabecular and cortical bone as well as a loss of periosteal apposition and a reduction in bone strength in TTD mice with age compared to wild type mice. Ex vivo analysis of bone marrow differentiation potential showed an accelerated reduction in the number of osteogenic and osteoprogenitor cells.Early in life, osteoclast number tended to be increased while at 78 weeks it was significantly lower in TTD mice. "	"10.1371/journal.pone.0035246"	"n/a"	"gene modification to increase protein activity/stability"	"mouse"	"n/a"	"bone"	""	"n/a"	"bone"	"0 days"	"-/-"	"n/a"
"ERCC1"	"Ercc1(d/-) mice showed increased vascular cell senescence, accelerated development of vasodilator dysfunction, increased vascular stiffness, and elevated blood pressure at a very young age. The vasodilator dysfunction was due to decreased endothelial nitric oxide synthase levels and impaired smooth muscle cell function, which involved phosphodiesterase activity."	"10.1161/CIRCULATIONAHA.112.104380"	"n/a"	"gene modification"	"mouse"	"C57BL/6 x FVB"	"cardiovascular system"	""	"n/a"	"cardiovascular system"	"0 days"	"n/a"	"n/a"
"ERCC2"	"Age-related endothelium-dependent vasodilator dysfunction in Xpd(TTD) animals was increased. 

Mice with genomic instability recapitulate age-dependent vascular dysfunction as observed in animal models and in humans but with an accelerated progression compared with wild-type mice."	"10.1161/CIRCULATIONAHA.112.104380"	"n/a"	"gene modification to increase protein activity/stability"	"mouse"	"C57BL/6 x FVB"	"cardiovascular system"	""	"n/a"	"cardiovascular system"	"0 days"	"-/-"	"n/a"
